"county"	"total"	"thai_num"	"thai_per"	"thai_vwell"	"thai_vwell_per"	"thai_less"	"thai_less_per"	"engagement"	"environment"	"health"	"housing"	"neighborhood"	"opportunity"	"transportation"
"Baylor County, Texas"	0	0	NA	0	NA	0	NA	48	60	47	81	38	28	33
"Bee County, Texas"	112	0	0	0	NA	0	NA	34	50	31	56	38	40	46
"Bell County, Texas"	9139	372	0.0407046722836197	107	0.287634408602151	129	0.346774193548387	39	56	49	47	40	54	57
"Bexar County, Texas"	45343	1326	0.0292437641973403	480	0.361990950226244	285	0.214932126696833	33	49	52	54	45	57	42
"Blanco County, Texas"	64	0	0	0	NA	0	NA	63	60	55	53	33	54	34
"Borden County, Texas"	0	0	NA	0	NA	0	NA	26	18	43	41	23	25	56
"Bosque County, Texas"	58	0	0	5	Inf	0	NA	62	43	35	53	35	42	42
"Bowie County, Texas"	816	0	0	25	Inf	0	NA	52	63	40	53	36	60	39
"Brazoria County, Texas"	19203	118	0.00614487319689632	55	0.466101694915254	55	0.466101694915254	31	42	48	44	45	67	39
"Brazos County, Texas"	11123	218	0.0195990290389283	149	0.68348623853211	13	0.0596330275229358	37	49	51	50	42	33	63
"Brewster County, Texas"	0	0	NA	0	NA	0	NA	62	71	44	60	38	41	62
"Briscoe County, Texas"	0	0	NA	0	NA	0	NA	50	37	32	45	23	22	58
"Brooks County, Texas"	60	0	0	0	NA	0	NA	28	60	33	66	35	34	37
"Brown County, Texas"	151	4	0.0264900662251656	0	0	0	0	54	45	38	60	35	56	48
"Burleson County, Texas"	63	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Burnet County, Texas"	58	0	0	0	NA	0	NA	56	36	45	55	34	58	37
"Caldwell County, Texas"	78	0	0	0	NA	0	NA	41	45	35	56	38	44	36
"Calhoun County, Texas"	601	0	0	0	NA	0	NA	45	57	34	55	38	71	50
"Callahan County, Texas"	102	0	0	0	NA	0	NA	41	32	44	51	37	38	31
"Cameron County, Texas"	2850	59	0.0207017543859649	0	0	59	1	26	57	54	52	40	43	63
"Camp County, Texas"	42	0	0	0	NA	0	NA	59	36	38	58	34	65	34
"Carson County, Texas"	25	25	1	0	0	0	0	77	36	40	39	38	82	36
"Cass County, Texas"	138	0	0	0	NA	0	NA	43	49	31	57	32	48	32
"Castro County, Texas"	37	0	0	0	NA	0	NA	35	60	31	50	32	52	41
"Chambers County, Texas"	450	0	0	0	NA	11	Inf	43	25	34	42	36	77	24
"Cherokee County, Texas"	252	2	0.00793650793650794	6	3	0	0	40	42	30	57	31	50	38
"Childress County, Texas"	33	0	0	0	NA	0	NA	57	60	47	62	38	58	62
"Clay County, Texas"	35	2	0.0571428571428571	2	1	0	0	44	29	38	36	36	42	36
"Cochran County, Texas"	4	1	0.25	1	1	0	0	41	26	40	43	37	48	51
"Coke County, Texas"	3	0	0	0	NA	0	NA	77	30	26	59	37	21	48
"Coleman County, Texas"	79	0	0	0	NA	0	NA	45	61	14	66	30	32	45
"Collin County, Texas"	100136	808	0.00806902612447072	441	0.545792079207921	289	0.357673267326733	47	58	66	34	56	70	49
"Collingsworth County, Texas"	6	0	0	0	NA	0	NA	80	41	23	62	50	39	43
"Colorado County, Texas"	70	0	0	0	NA	0	NA	64	33	30	57	35	56	41
"Comal County, Texas"	857	82	0.0956826137689615	40	0.48780487804878	13	0.158536585365854	NA	NA	NA	NA	NA	NA	NA
"Comanche County, Texas"	9	0	0	0	NA	0	NA	38	59	40	54	32	49	41
"Concho County, Texas"	15	0	0	0	NA	0	NA	44	18	37	53	35	30	54
"Cooke County, Texas"	294	0	0	1	Inf	0	NA	53	48	41	53	38	64	39
"Coryell County, Texas"	1526	23	0.0150720838794233	24	1.04347826086957	15	0.652173913043478	29	45	37	47	38	59	59
"Cottle County, Texas"	2	0	0	0	NA	0	NA	43	60	33	58	35	49	47
"Crane County, Texas"	0	0	NA	0	NA	0	NA	33	18	34	38	54	61	71
"Crockett County, Texas"	0	0	NA	0	NA	0	NA	76	60	34	61	44	61	36
"Crosby County, Texas"	0	0	NA	0	NA	0	NA	71	60	36	58	43	56	41
"Culberson County, Texas"	0	0	NA	0	NA	0	NA	40	76	32	60	36	52	34
"Dallam County, Texas"	59	0	0	0	NA	0	NA	61	60	37	39	39	81	57
"Dallas County, Texas"	132872	1515	0.0114019507495936	482	0.318151815181518	856	0.565016501650165	41	48	59	45	58	47	53
"Dawson County, Texas"	42	0	0	0	NA	0	NA	56	45	27	52	37	42	59
"Deaf Smith County, Texas"	53	0	0	0	NA	0	NA	25	59	43	58	41	61	49
"Delta County, Texas"	35	3	0.0857142857142857	0	0	0	0	38	46	26	61	30	60	25
"Denton County, Texas"	50026	635	0.0126933994322952	337	0.530708661417323	130	0.204724409448819	43	44	59	29	53	69	47
"DeWitt County, Texas"	21	1	0.0476190476190476	0	0	1	1	55	46	34	65	32	47	46
"Dickens County, Texas"	3	0	0	0	NA	0	NA	50	40	26	58	33	30	59
"Dimmit County, Texas"	4	0	0	0	NA	0	NA	30	61	32	64	39	63	48
"Donley County, Texas"	16	0	0	0	NA	0	NA	77	60	29	51	26	50	51
"Duval County, Texas"	43	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Eastland County, Texas"	18	0	0	0	NA	0	NA	38	60	30	59	35	45	38
"Ector County, Texas"	1185	0	0	13	Inf	0	NA	49	64	37	53	43	55	56
"Edwards County, Texas"	0	0	NA	0	NA	0	NA	44	60	38	41	33	42	60
"Ellis County, Texas"	917	9	0.00981461286804798	0	0	9	1	44	47	50	18	44	75	36
"El Paso County, Texas"	8820	88	0.00997732426303855	28	0.318181818181818	92	1.04545454545455	25	47	53	44	49	50	48
"Erath County, Texas"	284	4	0.0140845070422535	0	0	4	1	54	60	46	52	37	38	42
"Falls County, Texas"	12	0	0	0	NA	0	NA	36	24	30	61	37	35	41
"Fannin County, Texas"	163	0	0	0	NA	0	NA	51	44	21	54	36	46	33
"Fayette County, Texas"	39	0	0	0	NA	0	NA	68	58	36	53	35	47	30
"Fisher County, Texas"	15	15	1	0	0	4	0.266666666666667	47	40	18	68	31	43	56
"Floyd County, Texas"	1	0	0	0	NA	0	NA	68	60	42	52	41	40	42
"Foard County, Texas"	9	0	0	0	NA	0	NA	53	60	41	63	32	56	34
"Fort Bend County, Texas"	113544	808	0.00711618403438315	163	0.201732673267327	509	0.629950495049505	32	55	62	29	51	67	41
"Franklin County, Texas"	27	0	0	0	NA	0	NA	61	60	32	49	34	47	39
"Freestone County, Texas"	31	0	0	0	NA	0	NA	51	52	26	54	32	52	30
"Frio County, Texas"	54	0	0	0	NA	0	NA	35	61	35	64	38	47	49
"Gaines County, Texas"	82	0	0	0	NA	0	NA	34	18	28	51	39	41	45
"Galveston County, Texas"	9869	241	0.024419900699159	101	0.419087136929461	14	0.0580912863070539	43	39	51	45	45	59	42
"Garza County, Texas"	3	0	0	0	NA	0	NA	61	43	25	65	44	56	40
"Gillespie County, Texas"	91	0	0	0	NA	0	NA	71	70	63	55	36	56	46
"Glasscock County, Texas"	0	0	NA	0	NA	0	NA	42	60	36	41	21	62	43
"Goliad County, Texas"	23	0	0	0	NA	0	NA	68	46	31	58	35	61	28
"Gonzales County, Texas"	43	0	0	0	NA	0	NA	48	53	35	61	32	50	37
"Gray County, Texas"	95	0	0	0	NA	0	NA	63	59	40	53	39	67	50
"Grayson County, Texas"	1192	15	0.0125838926174497	0	0	15	1	49	34	42	51	40	58	40
"Gregg County, Texas"	1684	9	0.00534441805225653	0	0	0	0	52	53	40	54	41	62	55
"Grimes County, Texas"	4	0	0	0	NA	0	NA	43	41	7	54	33	44	32
"Guadalupe County, Texas"	2237	41	0.0183281180151989	26	0.634146341463415	1	0.024390243902439	41	35	49	43	44	52	43
"Hale County, Texas"	170	6	0.0352941176470588	0	0	6	1	43	59	43	53	40	54	45
"Hall County, Texas"	1	0	0	0	NA	0	NA	39	38	33	66	30	26	60
"Hamilton County, Texas"	16	0	0	0	NA	0	NA	67	60	35	50	31	46	45
"Hansford County, Texas"	44	0	0	0	NA	0	NA	44	18	47	48	42	63	61
"Hardeman County, Texas"	27	0	0	0	NA	0	NA	70	40	27	67	35	43	52
"Hardin County, Texas"	345	0	0	0	NA	0	NA	48	51	36	54	39	48	48
"Harris County, Texas"	274354	2676	0.00975382170480474	1171	0.437593423019432	989	0.369581464872945	27	42	57	51	52	49	46
"Harrison County, Texas"	336	0	0	0	NA	0	NA	52	50	30	52	35	51	45
"Hartley County, Texas"	8	0	0	0	NA	0	NA	33	60	43	49	34	47	50
"Haskell County, Texas"	54	0	0	0	NA	0	NA	41	38	12	61	36	39	57
"Hays County, Texas"	2327	127	0.0545767082079931	84	0.661417322834646	12	0.094488188976378	51	55	51	36	44	39	44
"Hemphill County, Texas"	9	0	0	0	NA	0	NA	88	60	52	43	40	89	46
"Henderson County, Texas"	435	0	0	0	NA	0	NA	47	52	35	50	32	40	40
"Hidalgo County, Texas"	8334	378	0.0453563714902808	0	0	27	0.0714285714285714	21	59	47	40	39	37	54
"Hill County, Texas"	137	0	0	0	NA	0	NA	35	45	30	54	34	49	36
"Hockley County, Texas"	85	0	0	0	NA	0	NA	36	44	44	53	39	64	48
"Hood County, Texas"	275	0	0	0	NA	0	NA	53	65	50	30	38	64	41
"Hopkins County, Texas"	242	2	0.00826446280991736	6	3	0	0	53	55	41	47	39	56	34
"Houston County, Texas"	42	15	0.357142857142857	0	0	15	1	45	40	21	56	30	37	37
"Howard County, Texas"	335	0	0	0	NA	0	NA	51	57	25	58	33	53	49
"Hudspeth County, Texas"	16	0	0	0	NA	0	NA	12	60	29	41	17	40	34
"Hunt County, Texas"	1045	0	0	0	NA	0	NA	49	45	24	54	34	62	34
"Hutchinson County, Texas"	104	0	0	0	NA	0	NA	42	35	44	47	37	61	46
"Irion County, Texas"	0	0	NA	0	NA	0	NA	59	61	34	39	28	59	26
"Jack County, Texas"	13	0	0	0	NA	0	NA	55	60	26	59	33	47	40
"Jackson County, Texas"	0	0	NA	0	NA	0	NA	58	51	29	53	34	64	33
"Jasper County, Texas"	179	0	0	0	NA	0	NA	49	47	34	59	32	56	36
"Jeff Davis County, Texas"	30	0	0	11	Inf	0	NA	58	80	45	43	30	77	50
"Jefferson County, Texas"	9089	31	0.00341071625041259	14	0.451612903225806	0	0	49	30	37	71	43	57	43
"Jim Hogg County, Texas"	0	0	NA	0	NA	0	NA	11	18	37	58	34	48	35
"Jim Wells County, Texas"	148	0	0	0	NA	0	NA	38	43	33	56	35	59	45
"Johnson County, Texas"	1144	0	0	0	NA	0	NA	36	58	41	37	43	72	38
"Jones County, Texas"	74	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Karnes County, Texas"	84	0	0	0	NA	0	NA	31	44	29	62	29	39	38
"Kaufman County, Texas"	794	53	0.0667506297229219	27	0.509433962264151	27	0.509433962264151	41	53	43	23	39	72	35
"Kendall County, Texas"	212	10	0.0471698113207547	49	4.9	10	1	59	39	57	36	43	61	36
"Kenedy County, Texas"	1	0	0	0	NA	0	NA	8	60	31	43	17	59	18
"Kent County, Texas"	0	0	NA	0	NA	0	NA	53	38	32	38	14	28	34
"Kerr County, Texas"	465	41	0.0881720430107527	0	0	0	0	67	50	58	48	37	42	44
"Kimble County, Texas"	0	0	NA	0	NA	0	NA	49	61	43	55	32	29	36
"King County, Texas"	0	0	NA	0	NA	0	NA	20	18	38	37	14	40	27
"Kinney County, Texas"	0	0	NA	0	NA	0	NA	29	60	29	45	37	46	51
"Kleberg County, Texas"	683	3	0.00439238653001464	0	0	3	1	37	57	34	60	35	47	51
"Knox County, Texas"	2	0	0	0	NA	0	NA	51	30	37	71	34	48	49
"Lamar County, Texas"	389	0	0	0	NA	0	NA	47	57	32	51	34	61	43
"Lamb County, Texas"	20	0	0	0	NA	0	NA	54	48	34	55	35	49	45
"Lampasas County, Texas"	115	19	0.165217391304348	29	1.52631578947368	19	1	28	19	44	44	36	50	54
"La Salle County, Texas"	0	0	NA	0	NA	0	NA	77	61	29	64	36	60	38
"Lavaca County, Texas"	63	0	0	0	NA	0	NA	59	60	27	52	33	53	40
"Lee County, Texas"	62	0	0	0	NA	0	NA	60	60	27	52	31	63	34
"Leon County, Texas"	21	0	0	0	NA	0	NA	61	53	21	48	30	44	26
"Liberty County, Texas"	500	0	0	0	NA	0	NA	30	58	27	55	31	64	31
"Limestone County, Texas"	131	0	0	0	NA	0	NA	31	35	35	55	30	56	37
"Lipscomb County, Texas"	22	0	0	0	NA	0	NA	85	39	28	60	36	46	38
"Live Oak County, Texas"	133	0	0	0	NA	0	NA	60	54	28	52	31	63	30
"Llano County, Texas"	0	0	NA	0	NA	0	NA	58	53	38	55	31	14	44
"Loving County, Texas"	0	0	NA	0	NA	0	NA	21	60	33	34	22	31	24
"Lubbock County, Texas"	5886	108	0.018348623853211	83	0.768518518518518	0	0	44	53	45	49	44	51	60
"Lynn County, Texas"	5	0	0	0	NA	0	NA	46	23	29	52	34	67	35
"McCulloch County, Texas"	0	0	NA	0	NA	0	NA	64	18	33	65	35	70	52
"McLennan County, Texas"	3420	0	0	0	NA	0	NA	47	46	53	51	40	52	47
"McMullen County, Texas"	0	0	NA	0	NA	0	NA	58	60	33	51	19	42	55
"Madison County, Texas"	35	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Marion County, Texas"	157	0	0	0	NA	0	NA	57	39	28	54	26	33	36
"Martin County, Texas"	0	0	NA	0	NA	0	NA	69	60	38	41	34	81	35
"Mason County, Texas"	128	0	0	0	NA	0	NA	52	19	62	40	32	40	36
"Matagorda County, Texas"	761	0	0	0	NA	0	NA	56	43	40	56	34	39	46
"Maverick County, Texas"	82	0	0	0	NA	0	NA	23	78	33	52	40	42	60
"Medina County, Texas"	233	29	0.124463519313305	0	0	29	1	41	51	39	49	36	44	36
"Menard County, Texas"	0	0	NA	0	NA	0	NA	47	60	37	64	38	24	35
"Midland County, Texas"	2191	0	0	0	NA	0	NA	55	15	46	46	45	60	58
"Milam County, Texas"	109	0	0	0	NA	11	Inf	54	34	22	56	33	39	38
"Mills County, Texas"	2	0	0	0	NA	0	NA	74	61	30	42	36	40	41
"Mitchell County, Texas"	38	0	0	0	NA	0	NA	23	61	7	54	33	55	33
"Montague County, Texas"	37	0	0	0	NA	0	NA	42	60	32	54	34	45	38
"Montgomery County, Texas"	11992	235	0.0195963975983989	51	0.217021276595745	40	0.170212765957447	33	49	50	43	43	61	40
"Moore County, Texas"	1713	84	0.0490367775831874	0	0	0	0	50	55	41	48	45	67	50
"Morris County, Texas"	4	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Motley County, Texas"	1	0	0	0	NA	0	NA	65	35	27	43	26	26	61
"Nacogdoches County, Texas"	1013	231	0.228035538005923	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"Navarro County, Texas"	318	0	0	0	NA	0	NA	44	51	31	55	34	54	43
"Newton County, Texas"	109	0	0	0	NA	0	NA	37	60	25	48	29	24	32
"Nolan County, Texas"	18	0	0	0	NA	0	NA	57	36	42	64	35	68	47
"Nueces County, Texas"	5936	187	0.0315026954177898	63	0.336898395721925	49	0.262032085561497	38	23	46	45	45	52	58
"Ochiltree County, Texas"	40	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Oldham County, Texas"	29	0	0	0	NA	0	NA	51	60	36	35	29	67	26
"Orange County, Texas"	920	0	0	0	NA	0	NA	49	50	33	64	37	46	34
"Palo Pinto County, Texas"	114	32	0.280701754385965	0	0	0	0	46	40	31	50	34	35	42
"Panola County, Texas"	72	6	0.0833333333333333	5	0.833333333333333	6	1	51	48	22	52	32	64	27
"Parker County, Texas"	794	8	0.0100755667506297	8	1	0	0	49	50	38	27	40	72	36
"Parmer County, Texas"	0	0	NA	0	NA	0	NA	52	60	31	41	41	89	45
"Pecos County, Texas"	3	0	0	0	NA	0	NA	43	45	32	56	33	44	42
"Polk County, Texas"	216	0	0	0	NA	0	NA	34	51	28	52	31	46	33
"Potter County, Texas"	5404	39	0.00721687638786084	0	0	25	0.641025641025641	45	72	41	55	41	56	60
"Presidio County, Texas"	175	0	0	0	NA	0	NA	65	51	48	61	40	39	70
"Rains County, Texas"	52	11	0.211538461538462	1	0.0909090909090909	0	0	28	35	29	50	32	52	35
"Randall County, Texas"	1854	159	0.0857605177993527	0	0	66	0.415094339622642	45	68	55	41	41	68	61
"Reagan County, Texas"	0	0	NA	0	NA	0	NA	38	61	37	49	54	79	58
"Real County, Texas"	0	0	NA	0	NA	0	NA	48	60	39	40	22	44	40
"Red River County, Texas"	13	0	0	0	NA	0	NA	38	44	14	63	32	44	41
"Reeves County, Texas"	72	0	0	0	NA	0	NA	38	51	28	62	36	59	40
"Refugio County, Texas"	25	0	0	0	NA	0	NA	60	34	35	60	37	53	41
"Roberts County, Texas"	3	0	0	0	NA	0	NA	58	60	43	37	16	19	19
"Robertson County, Texas"	40	0	0	0	NA	0	NA	46	56	30	64	31	33	26
"Rockwall County, Texas"	1902	36	0.0189274447949527	6	0.166666666666667	0	0	48	29	57	6	50	76	42
"Runnels County, Texas"	47	0	0	0	NA	0	NA	43	25	27	58	37	53	48
"Rusk County, Texas"	304	0	0	0	NA	0	NA	45	46	31	50	36	65	45
"Sabine County, Texas"	18	0	0	0	NA	0	NA	67	60	17	50	28	37	34
"San Augustine County, Texas"	2	0	0	0	NA	0	NA	37	42	32	67	30	33	25
"San Jacinto County, Texas"	175	0	0	0	NA	0	NA	13	34	17	51	28	18	28
"San Patricio County, Texas"	635	22	0.0346456692913386	0	0	22	1	41	39	34	48	40	62	48
"San Saba County, Texas"	14	0	0	0	NA	0	NA	44	42	24	54	31	41	42
"Schleicher County, Texas"	14	0	0	0	NA	0	NA	35	60	35	58	38	40	38
"Scurry County, Texas"	35	0	0	0	NA	0	NA	55	61	35	53	33	73	43
"Shackelford County, Texas"	0	0	NA	0	NA	0	NA	87	28	42	59	39	69	50
"Shelby County, Texas"	210	0	0	0	NA	0	NA	38	42	30	59	31	55	28
"Sherman County, Texas"	5	0	0	0	NA	0	NA	43	60	37	40	39	70	39
"Smith County, Texas"	2913	31	0.010641949879849	20	0.645161290322581	31	1	55	64	52	46	39	58	43
"Somervell County, Texas"	0	0	NA	12	Inf	0	NA	78	41	51	46	38	77	29
"Starr County, Texas"	270	0	0	0	NA	0	NA	15	36	38	50	37	30	44
"Stephens County, Texas"	32	0	0	0	NA	0	NA	53	27	33	64	35	64	52
"Sterling County, Texas"	0	0	NA	0	NA	0	NA	50	60	42	42	29	66	27
"Stonewall County, Texas"	0	0	NA	0	NA	0	NA	47	18	65	68	33	31	63
"Sutton County, Texas"	0	0	NA	0	NA	0	NA	83	58	34	60	33	86	32
"Swisher County, Texas"	35	0	0	0	NA	0	NA	57	60	40	53	41	44	45
"Tarrant County, Texas"	90885	1258	0.0138416680420311	605	0.480922098569157	560	0.445151033386327	44	41	55	39	52	57	45
"Taylor County, Texas"	2261	159	0.0703228659885007	25	0.157232704402516	118	0.742138364779874	56	43	55	51	40	59	52
"Terrell County, Texas"	12	0	0	0	NA	0	NA	17	60	39	43	9	45	34
"Terry County, Texas"	4	0	0	0	NA	0	NA	59	49	31	57	39	34	42
"Throckmorton County, Texas"	7	0	0	0	NA	0	NA	54	18	49	52	35	35	46
"Titus County, Texas"	225	0	0	0	NA	0	NA	43	55	39	53	36	84	35
"Tom Green County, Texas"	1376	67	0.0486918604651163	4	0.0597014925373134	17	0.253731343283582	48	20	48	53	40	50	48
"Travis County, Texas"	65465	670	0.0102344764377912	254	0.37910447761194	241	0.359701492537313	58	57	64	40	52	57	50
"Trinity County, Texas"	60	0	0	0	NA	0	NA	42	43	29	56	29	64	37
"Tyler County, Texas"	51	2	0.0392156862745098	0	0	6	3	48	48	26	52	26	42	37
"Upshur County, Texas"	196	37	0.188775510204082	0	0	0	0	43	60	38	54	34	73	43
"Upton County, Texas"	0	0	NA	0	NA	0	NA	32	60	41	43	39	66	50
"Uvalde County, Texas"	282	0	0	0	NA	0	NA	48	58	50	53	36	50	51
"Val Verde County, Texas"	260	0	0	0	NA	0	NA	35	51	45	53	43	45	61
"Van Zandt County, Texas"	235	0	0	0	NA	0	NA	44	37	29	48	33	43	32
"Victoria County, Texas"	1084	30	0.0276752767527675	0	0	0	0	51	60	37	54	38	41	45
"Walker County, Texas"	703	49	0.069701280227596	0	0	1	0.0204081632653061	34	47	35	56	39	45	42
"Waller County, Texas"	306	0	0	73	Inf	0	NA	NA	NA	NA	NA	NA	NA	NA
"Ward County, Texas"	18	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Washington County, Texas"	566	15	0.0265017667844523	5	0.333333333333333	0	0	71	50	43	59	37	71	37
"Webb County, Texas"	1519	0	0	0	NA	0	NA	17	26	45	43	43	54	69
"Wharton County, Texas"	45	0	0	0	NA	0	NA	60	51	42	56	37	55	38
"Wheeler County, Texas"	53	0	0	0	NA	0	NA	75	35	42	42	36	58	40
"Wichita County, Texas"	2728	4	0.00146627565982405	4	1	0	0	NA	NA	NA	NA	NA	NA	NA
"Wilbarger County, Texas"	108	0	0	0	NA	0	NA	56	16	34	63	38	70	48
"Willacy County, Texas"	16	0	0	0	NA	0	NA	43	49	37	52	33	35	51
"Williamson County, Texas"	23988	354	0.0147573786893447	119	0.336158192090395	146	0.412429378531073	47	47	58	29	50	57	42
"Wilson County, Texas"	130	16	0.123076923076923	10	0.625	0	0	40	58	44	43	38	46	34
"Winkler County, Texas"	37	0	0	0	NA	0	NA	34	60	32	45	49	59	56
"Wise County, Texas"	247	1	0.00404858299595142	1	1	0	0	44	35	35	31	38	77	31
"Wood County, Texas"	232	0	0	0	NA	0	NA	55	61	40	50	34	44	32
"Yoakum County, Texas"	70	0	0	0	NA	0	NA	34	18	33	53	44	81	47
"Young County, Texas"	53	36	0.679245283018868	0	0	0	0	68	60	28	62	38	51	46
"Zapata County, Texas"	0	0	NA	0	NA	0	NA	34	60	37	47	34	46	51
"Zavala County, Texas"	0	0	NA	0	NA	0	NA	16	41	30	69	37	24	40
"Beaver County, Utah"	0	0	NA	2	Inf	0	NA	42	62	41	47	42	56	51
"Box Elder County, Utah"	430	0	0	0	NA	0	NA	62	49	69	45	47	58	42
"Cache County, Utah"	2603	8	0.00307337687283903	50	6.25	0	0	64	47	75	42	50	54	65
"Carbon County, Utah"	154	12	0.0779220779220779	12	1	0	0	71	70	59	56	38	67	49
"Daggett County, Utah"	0	0	NA	0	NA	0	NA	37	81	58	35	18	62	63
"Davis County, Utah"	5852	603	0.103041695146958	119	0.197346600331675	226	0.374792703150912	54	42	75	29	56	57	53
"Duchesne County, Utah"	80	2	0.025	0	0	2	1	50	38	38	46	33	70	41
"Emery County, Utah"	18	0	0	0	NA	0	NA	39	54	46	51	38	77	46
"Garfield County, Utah"	51	0	0	0	NA	0	NA	21	69	50	44	31	49	55
"Grand County, Utah"	61	0	0	0	NA	0	NA	88	62	40	58	38	65	44
"Iron County, Utah"	316	0	0	0	NA	0	NA	63	44	57	50	39	43	46
"Juab County, Utah"	27	0	0	0	NA	0	NA	66	57	43	42	35	63	30
"Kane County, Utah"	23	0	0	0	NA	0	NA	81	51	37	50	33	55	44
"Millard County, Utah"	59	0	0	0	NA	0	NA	60	40	50	49	34	60	40
"Morgan County, Utah"	130	10	0.0769230769230769	0	0	20	2	49	49	73	28	45	74	27
"Piute County, Utah"	0	0	NA	0	NA	0	NA	34	39	42	39	27	37	63
"Rich County, Utah"	0	0	NA	0	NA	0	NA	75	44	48	44	19	44	54
"Salt Lake County, Utah"	37588	764	0.0203256358412259	422	0.552356020942408	136	0.178010471204188	54	49	65	33	56	62	59
"San Juan County, Utah"	93	0	0	0	NA	0	NA	47	61	36	58	33	44	49
"Sanpete County, Utah"	109	0	0	6	Inf	0	NA	61	38	46	43	44	36	50
"Sevier County, Utah"	49	0	0	0	NA	0	NA	67	61	55	47	38	58	49
"Summit County, Utah"	755	0	0	0	NA	0	NA	78	23	79	40	39	68	39
"Tooele County, Utah"	522	3	0.00574712643678161	7	2.33333333333333	3	1	49	31	57	32	46	81	56
"Uintah County, Utah"	166	0	0	0	NA	0	NA	62	46	42	45	37	59	47
"Utah County, Utah"	7522	70	0.00930603562882212	98	1.4	42	0.6	54	41	75	37	55	46	54
"Wasatch County, Utah"	241	0	0	15	Inf	0	NA	78	45	71	35	44	47	45
"Washington County, Utah"	1004	43	0.0428286852589641	61	1.41860465116279	0	0	65	53	52	43	44	51	62
"Wayne County, Utah"	18	0	0	0	NA	0	NA	36	57	61	40	22	52	63
"Weber County, Utah"	2760	101	0.0365942028985507	48	0.475247524752475	43	0.425742574257426	51	32	64	38	51	50	51
"Addison County, Vermont"	688	5	0.00726744186046512	1	0.2	2	0.4	72	38	62	47	37	54	46
"Bennington County, Vermont"	202	2	0.0099009900990099	0	0	2	1	73	63	69	53	39	53	47
"Caledonia County, Vermont"	266	0	0	0	NA	0	NA	62	48	54	54	34	51	38
"Chittenden County, Vermont"	4705	94	0.0199787460148778	0	0	78	0.829787234042553	69	61	72	54	46	75	53
"Essex County, Vermont"	18	0	0	0	NA	0	NA	20	46	42	51	34	31	47
"Franklin County, Vermont"	157	41	0.261146496815287	0	0	6	0.146341463414634	51	45	49	50	38	53	39
"Grand Isle County, Vermont"	23	0	0	0	NA	0	NA	55	60	59	43	34	32	40
"Lamoille County, Vermont"	104	0	0	0	NA	0	NA	74	40	59	47	34	65	45
"Orange County, Vermont"	138	0	0	0	NA	0	NA	68	49	51	48	34	45	38
"Orleans County, Vermont"	116	0	0	0	NA	0	NA	61	45	47	48	32	59	37
"Rutland County, Vermont"	416	18	0.0432692307692308	5	0.277777777777778	23	1.27777777777778	60	52	51	55	38	62	48
"Washington County, Vermont"	471	10	0.0212314225053079	3	0.3	4	0.4	80	54	64	54	40	80	46
"Windham County, Vermont"	440	9	0.0204545454545455	9	1	0	0	78	66	62	57	36	58	43
"Windsor County, Vermont"	456	0	0	1	Inf	0	NA	82	51	61	53	37	56	43
"Accomack County, Virginia"	36	0	0	0	NA	0	NA	62	45	28	50	32	35	37
"Albemarle County, Virginia"	4415	84	0.0190260475651189	27	0.321428571428571	38	0.452380952380952	57	63	63	44	43	53	45
"Alleghany County, Virginia"	55	0	0	0	NA	0	NA	41	57	47	62	39	45	38
"Amelia County, Virginia"	14	0	0	0	NA	0	NA	32	60	26	38	35	33	24
"Amherst County, Virginia"	236	0	0	0	NA	0	NA	40	54	41	49	38	50	54
"Appomattox County, Virginia"	24	2	0.0833333333333333	0	0	0	0	63	50	39	48	35	38	31
"Arlington County, Virginia"	21399	695	0.0324781531847283	392	0.564028776978417	310	0.446043165467626	73	47	91	45	74	49	68
"Augusta County, Virginia"	421	0	0	0	NA	0	NA	48	55	41	46	40	57	43
"Bath County, Virginia"	0	0	NA	0	NA	0	NA	77	60	28	48	29	54	37
"Bedford County, Virginia"	887	69	0.0777903043968433	0	0	0	0	52	53	47	37	37	41	58
"Bland County, Virginia"	0	0	NA	0	NA	0	NA	30	52	41	39	35	58	26
"Botetourt County, Virginia"	42	0	0	0	NA	0	NA	59	38	50	30	41	50	49
"Brunswick County, Virginia"	7	0	0	0	NA	0	NA	33	52	16	53	31	31	37
"Buchanan County, Virginia"	215	0	0	0	NA	0	NA	24	58	18	48	26	52	36
"Buckingham County, Virginia"	40	0	0	0	NA	0	NA	45	56	33	44	30	33	42
"Campbell County, Virginia"	444	7	0.0157657657657658	0	0	0	0	53	41	43	44	38	50	53
"Caroline County, Virginia"	201	10	0.0497512437810945	10	1	0	0	40	51	39	39	36	36	29
"Carroll County, Virginia"	34	0	0	0	NA	0	NA	43	76	35	53	29	35	37
